Destination,Export,Type,Year,Latitude,Longitude
Vietnam,43.0136,White Pepper,2018,21.75,105.373
Vietnam,49.442,White Pepper,2017,21.75,105.373
Vietnam,56.74799477,White Pepper,2016,21.75,105.373
Vietnam,52.3343348,White Pepper,2015,21.75,105.373
Vietnam,27.667335,White Pepper,2014,21.75,105.373
Vietnam,20.306845,White Pepper,2013,21.75,105.373
Vietnam,16.413934,White Pepper,2012,21.75,105.373
Vietnam,3.8886,Seaweed and other Algae,2018,21.75,105.373
Vietnam,2.5318,Seaweed and other Algae,2017,21.75,105.373
Vietnam,0.5771,Seaweed and other Algae,2016,21.75,105.373
Vietnam,4.0104,Seaweed and other Algae,2015,21.75,105.373
Vietnam,3.5913,Seaweed and other Algae,2014,21.75,105.373
Vietnam,1.0828,Seaweed and other Algae,2013,21.75,105.373
Vietnam,4.9297,Seaweed and other Algae,2012,21.75,105.373
Vietnam,73.0127,Fruit,2018,21.75,105.373
Vietnam,87.1333,Fruit,2017,21.75,105.373
Vietnam,91.2345,Fruit,2016,21.75,105.373
Vietnam,83.1654,Fruit,2015,21.75,105.373
Vietnam,57.9264,Fruit,2014,21.75,105.373
Vietnam,33.5937,Fruit,2013,21.75,105.373
Vietnam,23.594841,Fruit,2012,21.75,105.373
Vietnam,57.5171,"Drug Plants, Aromatic, Spices",2018,21.75,105.373
Vietnam,47.5992,"Drug Plants, Aromatic, Spices",2017,21.75,105.373
Vietnam,28.1707,"Drug Plants, Aromatic, Spices",2016,21.75,105.373
Vietnam,32.1772,"Drug Plants, Aromatic, Spices",2015,21.75,105.373
Vietnam,34.7344,"Drug Plants, Aromatic, Spices",2014,21.75,105.373
Vietnam,36.2126,"Drug Plants, Aromatic, Spices",2013,21.75,105.373
Vietnam,35.060665,"Drug Plants, Aromatic, Spices",2012,21.75,105.373
Vietnam,9.6697,Black Pepper,2018,21.75,105.373
Vietnam,16.1346,Black Pepper,2017,21.75,105.373
Vietnam,61.44146742,Black Pepper,2016,21.75,105.373
Vietnam,124.6016845,Black Pepper,2015,21.75,105.373
Vietnam,16.927679,Black Pepper,2014,21.75,105.373
Vietnam,55.462222,Black Pepper,2013,21.75,105.373
Vietnam,83.600115,Black Pepper,2012,21.75,105.373
Vietnam,25.986,Bird Nest,2018,21.75,105.373
Vietnam,19.0873,Bird Nest,2017,21.75,105.373
Vietnam,6.522939021,Bird Nest,2016,21.75,105.373
Vietnam,5.917148362,Bird Nest,2015,21.75,105.373
Vietnam,6.806947,Bird Nest,2014,21.75,105.373
Vietnam,3.586958,Bird Nest,2013,21.75,105.373
Vietnam,0.00309,Bird Nest,2012,21.75,105.373
Vietnam,336.4,4-Wheel Motor Vehicle and more,2018,21.75,105.373
Vietnam,297,4-Wheel Motor Vehicle and more,2017,21.75,105.373
Vietnam,102.1,4-Wheel Motor Vehicle and more,2016,21.75,105.373
Vietnam,50.6,4-Wheel Motor Vehicle and more,2015,21.75,105.373
Vietnam,31.8,4-Wheel Motor Vehicle and more,2014,21.75,105.373
Vietnam,32.8,4-Wheel Motor Vehicle and more,2013,21.75,105.373
Vietnam,17.8,4-Wheel Motor Vehicle and more,2012,21.75,105.373
United States,9.4245,White Pepper,2018,40.0792,-98.8164
United States,20.2424,White Pepper,2017,40.0792,-98.8164
United States,29.33835985,White Pepper,2016,40.0792,-98.8164
United States,26.28941091,White Pepper,2015,40.0792,-98.8164
United States,19.782351,White Pepper,2014,40.0792,-98.8164
United States,30.249434,White Pepper,2013,40.0792,-98.8164
United States,34.119302,White Pepper,2012,40.0792,-98.8164
United States,842.7,Sport Shoes,2018,40.0792,-98.8164
United States,731.5,Sport Shoes,2017,40.0792,-98.8164
United States,732.3,Sport Shoes,2016,40.0792,-98.8164
United States,776.1,Sport Shoes,2015,40.0792,-98.8164
United States,712.1,Sport Shoes,2014,40.0792,-98.8164
United States,695,Sport Shoes,2013,40.0792,-98.8164
United States,579.9,Sport Shoes,2012,40.0792,-98.8164
United States,223.932,Jewellery Goods and Valuables,2018,40.0792,-98.8164
United States,155.1041,Jewellery Goods and Valuables,2017,40.0792,-98.8164
United States,107.7474,Jewellery Goods and Valuables,2016,40.0792,-98.8164
United States,79.9965,Jewellery Goods and Valuables,2015,40.0792,-98.8164
United States,92.8199,Jewellery Goods and Valuables,2014,40.0792,-98.8164
United States,72.174,Jewellery Goods and Valuables,2013,40.0792,-98.8164
United States,44.1825,Jewellery Goods and Valuables,2012,40.0792,-98.8164
United States,176,Iron Steel,2018,40.0792,-98.8164
United States,120.4,Iron Steel,2017,40.0792,-98.8164
United States,43.7,Iron Steel,2016,40.0792,-98.8164
United States,29.5,Iron Steel,2015,40.0792,-98.8164
United States,53.3,Iron Steel,2014,40.0792,-98.8164
United States,37.7,Iron Steel,2013,40.0792,-98.8164
United States,66.2,Iron Steel,2012,40.0792,-98.8164
United States,3775.1,Garment (Convection of Textile,2018,40.0792,-98.8164
United States,3455.5,Garment (Convection of Textile,2017,40.0792,-98.8164
United States,3098.9,Garment (Convection of Textile,2016,40.0792,-98.8164
United States,3234,Garment (Convection of Textile,2015,40.0792,-98.8164
United States,3112.7,Garment (Convection of Textile,2014,40.0792,-98.8164
United States,3201.1,Garment (Convection of Textile,2013,40.0792,-98.8164
United States,3202.6,Garment (Convection of Textile,2012,40.0792,-98.8164
United States,2.5207,Fresh Chilled Fish,2018,40.0792,-98.8164
United States,2.9264,Fresh Chilled Fish,2017,40.0792,-98.8164
United States,6.5674,Fresh Chilled Fish,2016,40.0792,-98.8164
United States,5.0882,Fresh Chilled Fish,2015,40.0792,-98.8164
United States,3.3557,Fresh Chilled Fish,2014,40.0792,-98.8164
United States,3.1985,Fresh Chilled Fish,2013,40.0792,-98.8164
United States,6.2,Fresh Chilled Fish,2012,40.0792,-98.8164
United States,498.593,Electrical Equipment,2018,40.0792,-98.8164
United States,518.1115,Electrical Equipment,2017,40.0792,-98.8164
United States,526.0135,Electrical Equipment,2016,40.0792,-98.8164
United States,519.5787,Electrical Equipment,2015,40.0792,-98.8164
United States,578.8466,Electrical Equipment,2014,40.0792,-98.8164
United States,508.8782,Electrical Equipment,2013,40.0792,-98.8164
United States,460.6427,Electrical Equipment,2012,40.0792,-98.8164
United States,80.6743,"Drug Plants, Aromatic, Spices",2018,40.0792,-98.8164
United States,68.5166,"Drug Plants, Aromatic, Spices",2017,40.0792,-98.8164
United States,59.4091,"Drug Plants, Aromatic, Spices",2016,40.0792,-98.8164
United States,28.7438,"Drug Plants, Aromatic, Spices",2015,40.0792,-98.8164
United States,19.8398,"Drug Plants, Aromatic, Spices",2014,40.0792,-98.8164
United States,20.1078,"Drug Plants, Aromatic, Spices",2013,40.0792,-98.8164
United States,21.530317,"Drug Plants, Aromatic, Spices",2012,40.0792,-98.8164
United States,831.7,Crumb Rubber,2018,40.0792,-98.8164
United States,980.4,Crumb Rubber,2017,40.0792,-98.8164
United States,729.2,Crumb Rubber,2016,40.0792,-98.8164
United States,861.3,Crumb Rubber,2015,40.0792,-98.8164
United States,1060.9,Crumb Rubber,2014,40.0792,-98.8164
United States,1540.3,Crumb Rubber,2013,40.0792,-98.8164
United States,1808.9,Crumb Rubber,2012,40.0792,-98.8164
United States,254.0307,Coffee,2018,40.0792,-98.8164
United States,256.3514,Coffee,2017,40.0792,-98.8164
United States,269.8956,Coffee,2016,40.0792,-98.8164
United States,281.0791,Coffee,2015,40.0792,-98.8164
United States,295.9031,Coffee,2014,40.0792,-98.8164
United States,207.0376,Coffee,2013,40.0792,-98.8164
United States,330.8147,Coffee,2012,40.0792,-98.8164
United States,274.491,Coffee,2011,40.0792,-98.8164
United States,176.3606,Coffee,2010,40.0792,-98.8164
United States,161.2402,Coffee,2009,40.0792,-98.8164
United States,173.4042,Coffee,2008,40.0792,-98.8164
United States,167.2686,Coffee,2007,40.0792,-98.8164
United States,156.1478,Coffee,2006,40.0792,-98.8164
United States,136.567,Coffee,2005,40.0792,-98.8164
United States,79.0574,Coffee,2004,40.0792,-98.8164
United States,54.9432,Coffee,2003,40.0792,-98.8164
United States,50.344,Coffee,2002,40.0792,-98.8164
United States,41.9806,Coffee,2001,40.0792,-98.8164
United States,50.981,Coffee,2000,40.0792,-98.8164
United States,8.1849,Black Pepper,2018,40.0792,-98.8164
United States,28.3535,Black Pepper,2017,40.0792,-98.8164
United States,49.14854659,Black Pepper,2016,40.0792,-98.8164
United States,77.91439823,Black Pepper,2015,40.0792,-98.8164
United States,35.978926,Black Pepper,2014,40.0792,-98.8164
United States,75.333703,Black Pepper,2013,40.0792,-98.8164
United States,121.47884,Black Pepper,2012,40.0792,-98.8164
United States,12.772,Bird Nest,2018,40.0792,-98.8164
United States,13.2486,Bird Nest,2017,40.0792,-98.8164
United States,10.44527683,Bird Nest,2016,40.0792,-98.8164
United States,7.976983545,Bird Nest,2015,40.0792,-98.8164
United States,7.891465,Bird Nest,2014,40.0792,-98.8164
United States,8.615697,Bird Nest,2013,40.0792,-98.8164
United States,7.699982,Bird Nest,2012,40.0792,-98.8164
United States,286.7,Basic Chemistry Organic of Agriculture,2018,40.0792,-98.8164
United States,265.2,Basic Chemistry Organic of Agriculture,2017,40.0792,-98.8164
United States,406.4,Basic Chemistry Organic of Agriculture,2016,40.0792,-98.8164
United States,284.9,Basic Chemistry Organic of Agriculture,2015,40.0792,-98.8164
United States,318.7,Basic Chemistry Organic of Agriculture,2014,40.0792,-98.8164
United States,321,Basic Chemistry Organic of Agriculture,2013,40.0792,-98.8164
United States,124.6,Basic Chemistry Organic of Agriculture,2012,40.0792,-98.8164
United States,13.8089,Base Precious Metal,2018,40.0792,-98.8164
United States,12.0362,Base Precious Metal,2017,40.0792,-98.8164
United States,9.1197,Base Precious Metal,2016,40.0792,-98.8164
United States,7.4073,Base Precious Metal,2015,40.0792,-98.8164
United States,10.0599,Base Precious Metal,2014,40.0792,-98.8164
United States,8.6886,Base Precious Metal,2013,40.0792,-98.8164
United States,6.432424,Base Precious Metal,2012,40.0792,-98.8164
United Kingdom,138.4,Sport Shoes,2018,52.289,-1.259
United Kingdom,124.1,Sport Shoes,2017,52.289,-1.259
United Kingdom,116.6,Sport Shoes,2016,52.289,-1.259
United Kingdom,134,Sport Shoes,2015,52.289,-1.259
United Kingdom,120.3,Sport Shoes,2014,52.289,-1.259
United Kingdom,124.2,Sport Shoes,2013,52.289,-1.259
United Kingdom,123.4,Sport Shoes,2012,52.289,-1.259
United Kingdom,168.6,Garment (Convection of Textile,2018,52.289,-1.259
United Kingdom,171.2,Garment (Convection of Textile,2017,52.289,-1.259
United Kingdom,173.6,Garment (Convection of Textile,2016,52.289,-1.259
United Kingdom,187.3,Garment (Convection of Textile,2015,52.289,-1.259
United Kingdom,230.6,Garment (Convection of Textile,2014,52.289,-1.259
United Kingdom,234.2,Garment (Convection of Textile,2013,52.289,-1.259
United Kingdom,273.1,Garment (Convection of Textile,2012,52.289,-1.259
United Kingdom,24.3623,Coffee,2018,52.289,-1.259
United Kingdom,51.8193,Coffee,2017,52.289,-1.259
United Kingdom,40.5461,Coffee,2016,52.289,-1.259
United Kingdom,45.7288,Coffee,2015,52.289,-1.259
United Kingdom,35.4904,Coffee,2014,52.289,-1.259
United Kingdom,43.2173,Coffee,2013,52.289,-1.259
United Kingdom,39.2334,Coffee,2012,52.289,-1.259
United Kingdom,38.8013,Coffee,2011,52.289,-1.259
United Kingdom,39.1363,Coffee,2010,52.289,-1.259
United Kingdom,24.3597,Coffee,2009,52.289,-1.259
United Kingdom,29.0167,Coffee,2008,52.289,-1.259
United Kingdom,16.2837,Coffee,2007,52.289,-1.259
United Kingdom,15.2705,Coffee,2006,52.289,-1.259
United Kingdom,15.3587,Coffee,2005,52.289,-1.259
United Kingdom,6.8437,Coffee,2004,52.289,-1.259
United Kingdom,7.5697,Coffee,2003,52.289,-1.259
United Kingdom,5.2992,Coffee,2002,52.289,-1.259
United Kingdom,3.8519,Coffee,2001,52.289,-1.259
United Kingdom,8.3209,Coffee,2000,52.289,-1.259
United Kingdom,77.712,Base Precious Metal,2018,52.289,-1.259
United Kingdom,84.372,Base Precious Metal,2017,52.289,-1.259
United Kingdom,50.7696,Base Precious Metal,2016,52.289,-1.259
United Kingdom,61.2857,Base Precious Metal,2015,52.289,-1.259
United Kingdom,47.7019,Base Precious Metal,2014,52.289,-1.259
United Kingdom,38.8615,Base Precious Metal,2013,52.289,-1.259
United Kingdom,19.066998,Base Precious Metal,2012,52.289,-1.259
United Arab Emirates,87.5146,Jewellery Goods and Valuables,2018,23.9299,53.9031
United Arab Emirates,183.1906,Jewellery Goods and Valuables,2017,23.9299,53.9031
United Arab Emirates,226.3134,Jewellery Goods and Valuables,2016,23.9299,53.9031
United Arab Emirates,248.0214,Jewellery Goods and Valuables,2015,23.9299,53.9031
United Arab Emirates,380.9118,Jewellery Goods and Valuables,2014,23.9299,53.9031
United Arab Emirates,18.2724,Jewellery Goods and Valuables,2013,23.9299,53.9031
United Arab Emirates,14.1277,Jewellery Goods and Valuables,2012,23.9299,53.9031
United Arab Emirates,58.7,Iron Steel,2018,23.9299,53.9031
United Arab Emirates,51.6,Iron Steel,2017,23.9299,53.9031
United Arab Emirates,67,Iron Steel,2016,23.9299,53.9031
United Arab Emirates,71.5,Iron Steel,2015,23.9299,53.9031
United Arab Emirates,121.9,Iron Steel,2014,23.9299,53.9031
United Arab Emirates,47,Iron Steel,2013,23.9299,53.9031
United Arab Emirates,40.8,Iron Steel,2012,23.9299,53.9031
United Arab Emirates,79,Garment (Convection of Textile,2018,23.9299,53.9031
United Arab Emirates,92.1,Garment (Convection of Textile,2017,23.9299,53.9031
United Arab Emirates,129.9,Garment (Convection of Textile,2016,23.9299,53.9031
United Arab Emirates,165.5,Garment (Convection of Textile,2015,23.9299,53.9031
United Arab Emirates,200.6,Garment (Convection of Textile,2014,23.9299,53.9031
United Arab Emirates,157.2,Garment (Convection of Textile,2013,23.9299,53.9031
United Arab Emirates,173.3,Garment (Convection of Textile,2012,23.9299,53.9031
United Arab Emirates,6.2488,Fruit,2018,23.9299,53.9031
United Arab Emirates,3.1211,Fruit,2017,23.9299,53.9031
United Arab Emirates,3.3835,Fruit,2016,23.9299,53.9031
United Arab Emirates,4.0051,Fruit,2015,23.9299,53.9031
United Arab Emirates,3.2025,Fruit,2014,23.9299,53.9031
United Arab Emirates,1.6959,Fruit,2013,23.9299,53.9031
United Arab Emirates,1.998606,Fruit,2012,23.9299,53.9031
United Arab Emirates,1.0355,Fresh Chilled Fish,2018,23.9299,53.9031
United Arab Emirates,4.0348,Fresh Chilled Fish,2017,23.9299,53.9031
United Arab Emirates,2.2719,Fresh Chilled Fish,2016,23.9299,53.9031
United Arab Emirates,1.074,Fresh Chilled Fish,2015,23.9299,53.9031
United Arab Emirates,0.493,Fresh Chilled Fish,2014,23.9299,53.9031
United Arab Emirates,0.3206,Fresh Chilled Fish,2013,23.9299,53.9031
United Arab Emirates,0.6471,Fresh Chilled Fish,2012,23.9299,53.9031
United Arab Emirates,138,4-Wheel Motor Vehicle and more,2018,23.9299,53.9031
United Arab Emirates,126.5,4-Wheel Motor Vehicle and more,2017,23.9299,53.9031
United Arab Emirates,69.8,4-Wheel Motor Vehicle and more,2016,23.9299,53.9031
United Arab Emirates,212.8,4-Wheel Motor Vehicle and more,2015,23.9299,53.9031
United Arab Emirates,191.7,4-Wheel Motor Vehicle and more,2014,23.9299,53.9031
United Arab Emirates,165.9,4-Wheel Motor Vehicle and more,2013,23.9299,53.9031
United Arab Emirates,123.5,4-Wheel Motor Vehicle and more,2012,23.9299,53.9031
Turkey,129.4,Crumb Rubber,2018,39.144,34.188
Turkey,149.5,Crumb Rubber,2017,39.144,34.188
Turkey,83.3,Crumb Rubber,2016,39.144,34.188
Turkey,93.9,Crumb Rubber,2015,39.144,34.188
Turkey,126.9,Crumb Rubber,2014,39.144,34.188
Turkey,167.2,Crumb Rubber,2013,39.144,34.188
Turkey,157.7,Crumb Rubber,2012,39.144,34.188
Thailand,2.1,Lignite,2018,15.688,100.845
Thailand,4.7,Lignite,2017,15.688,100.845
Thailand,3.2,Lignite,2016,15.688,100.845
Thailand,4.2,Lignite,2015,15.688,100.845
Thailand,1,Lignite,2014,15.688,100.845
Thailand,3.9,Lignite,2013,15.688,100.845
Thailand,0,Lignite,2012,15.688,100.845
Thailand,174.8,Iron Steel,2018,15.688,100.845
Thailand,162.4,Iron Steel,2017,15.688,100.845
Thailand,148.5,Iron Steel,2016,15.688,100.845
Thailand,129.7,Iron Steel,2015,15.688,100.845
Thailand,130.3,Iron Steel,2014,15.688,100.845
Thailand,61.5,Iron Steel,2013,15.688,100.845
Thailand,38.8,Iron Steel,2012,15.688,100.845
Thailand,42.3257,Fruit,2018,15.688,100.845
Thailand,107.1047,Fruit,2017,15.688,100.845
Thailand,31.1425,Fruit,2016,15.688,100.845
Thailand,20.5137,Fruit,2015,15.688,100.845
Thailand,15.3516,Fruit,2014,15.688,100.845
Thailand,5.6919,Fruit,2013,15.688,100.845
Thailand,3.37294,Fruit,2012,15.688,100.845
Thailand,269.1828,Electrical Equipment,2018,15.688,100.845
Thailand,282.0617,Electrical Equipment,2017,15.688,100.845
Thailand,241.0608,Electrical Equipment,2016,15.688,100.845
Thailand,253.3763,Electrical Equipment,2015,15.688,100.845
Thailand,292.8031,Electrical Equipment,2014,15.688,100.845
Thailand,285.1122,Electrical Equipment,2013,15.688,100.845
Thailand,275.9679,Electrical Equipment,2012,15.688,100.845
Thailand,131.7115,"Drug Plants, Aromatic, Spices",2018,15.688,100.845
Thailand,101.0929,"Drug Plants, Aromatic, Spices",2017,15.688,100.845
Thailand,83.5183,"Drug Plants, Aromatic, Spices",2016,15.688,100.845
Thailand,81.9415,"Drug Plants, Aromatic, Spices",2015,15.688,100.845
Thailand,10.0427,"Drug Plants, Aromatic, Spices",2014,15.688,100.845
Thailand,4.2782,"Drug Plants, Aromatic, Spices",2013,15.688,100.845
Thailand,3.93655,"Drug Plants, Aromatic, Spices",2012,15.688,100.845
Thailand,0.0867,Bird Nest,2018,15.688,100.845
Thailand,0.0909,Bird Nest,2017,15.688,100.845
Thailand,0.113119052,Bird Nest,2016,15.688,100.845
Thailand,0.165965668,Bird Nest,2015,15.688,100.845
Thailand,2.693917,Bird Nest,2014,15.688,100.845
Thailand,2.023346,Bird Nest,2013,15.688,100.845
Thailand,4.105543,Bird Nest,2012,15.688,100.845
Thailand,12.2781,Base Precious Metal,2018,15.688,100.845
Thailand,14.675,Base Precious Metal,2017,15.688,100.845
Thailand,12.5073,Base Precious Metal,2016,15.688,100.845
Thailand,14.3131,Base Precious Metal,2015,15.688,100.845
Thailand,16.7709,Base Precious Metal,2014,15.688,100.845
Thailand,16.8623,Base Precious Metal,2013,15.688,100.845
Thailand,16.655764,Base Precious Metal,2012,15.688,100.845
Thailand,307.7,4-Wheel Motor Vehicle and more,2018,15.688,100.845
Thailand,265.7,4-Wheel Motor Vehicle and more,2017,15.688,100.845
Thailand,252.3,4-Wheel Motor Vehicle and more,2016,15.688,100.845
Thailand,191.3,4-Wheel Motor Vehicle and more,2015,15.688,100.845
Thailand,385.2,4-Wheel Motor Vehicle and more,2014,15.688,100.845
Thailand,415.6,4-Wheel Motor Vehicle and more,2013,15.688,100.845
Thailand,475.5,4-Wheel Motor Vehicle and more,2012,15.688,100.845
Taiwan,4.1427,White Pepper,2018,23.6091,120.8353
Taiwan,5.2749,White Pepper,2017,23.6091,120.8353
Taiwan,8.67164236,White Pepper,2016,23.6091,120.8353
Taiwan,6.507715,White Pepper,2015,23.6091,120.8353
Taiwan,7.552709,White Pepper,2014,23.6091,120.8353
Taiwan,3.026822,White Pepper,2013,23.6091,120.8353
Taiwan,2.938102,White Pepper,2012,23.6091,120.8353
Taiwan,5.3,Lignite,2018,23.6091,120.8353
Taiwan,6.4,Lignite,2017,23.6091,120.8353
Taiwan,4.5,Lignite,2016,23.6091,120.8353
Taiwan,14.4,Lignite,2015,23.6091,120.8353
Taiwan,11,Lignite,2014,23.6091,120.8353
Taiwan,21.3,Lignite,2013,23.6091,120.8353
Taiwan,25.5,Lignite,2012,23.6091,120.8353
Taiwan,0.0028,Jewellery Goods and Valuables,2018,23.6091,120.8353
Taiwan,0.0097,Jewellery Goods and Valuables,2017,23.6091,120.8353
Taiwan,112.6465,Jewellery Goods and Valuables,2016,23.6091,120.8353
Taiwan,798.3165,Jewellery Goods and Valuables,2015,23.6091,120.8353
Taiwan,384.6053,Jewellery Goods and Valuables,2014,23.6091,120.8353
Taiwan,0.0052,Jewellery Goods and Valuables,2013,23.6091,120.8353
Taiwan,0.0097,Jewellery Goods and Valuables,2012,23.6091,120.8353
Taiwan,808.5,Iron Steel,2018,23.6091,120.8353
Taiwan,136,Iron Steel,2017,23.6091,120.8353
Taiwan,57.3,Iron Steel,2016,23.6091,120.8353
Taiwan,78.3,Iron Steel,2015,23.6091,120.8353
Taiwan,127.7,Iron Steel,2014,23.6091,120.8353
Taiwan,44.3,Iron Steel,2013,23.6091,120.8353
Taiwan,24.8,Iron Steel,2012,23.6091,120.8353
Taiwan,5.6148,Fresh Chilled Fish,2018,23.6091,120.8353
Taiwan,5.7598,Fresh Chilled Fish,2017,23.6091,120.8353
Taiwan,6.2936,Fresh Chilled Fish,2016,23.6091,120.8353
Taiwan,6.7374,Fresh Chilled Fish,2015,23.6091,120.8353
Taiwan,7.7753,Fresh Chilled Fish,2014,23.6091,120.8353
Taiwan,8.5871,Fresh Chilled Fish,2013,23.6091,120.8353
Taiwan,8.7027,Fresh Chilled Fish,2012,23.6091,120.8353
Taiwan,1.0135,Bird Nest,2018,23.6091,120.8353
Taiwan,1.5266,Bird Nest,2017,23.6091,120.8353
Taiwan,1.610471451,Bird Nest,2016,23.6091,120.8353
Taiwan,3.439905483,Bird Nest,2015,23.6091,120.8353
Taiwan,2.537201,Bird Nest,2014,23.6091,120.8353
Taiwan,1.581098,Bird Nest,2013,23.6091,120.8353
Taiwan,0.46005,Bird Nest,2012,23.6091,120.8353
Switzerland,526.1413,Jewellery Goods and Valuables,2018,46.7794,8.0329
Switzerland,1090.7071,Jewellery Goods and Valuables,2017,46.7794,8.0329
Switzerland,2066.3331,Jewellery Goods and Valuables,2016,46.7794,8.0329
Switzerland,938.5278,Jewellery Goods and Valuables,2015,46.7794,8.0329
Switzerland,15.6114,Jewellery Goods and Valuables,2014,46.7794,8.0329
Switzerland,0.3584,Jewellery Goods and Valuables,2013,46.7794,8.0329
Switzerland,3.2882,Jewellery Goods and Valuables,2012,46.7794,8.0329
Switzerland,15.0258,Base Precious Metal,2018,46.7794,8.0329
Switzerland,21.4146,Base Precious Metal,2017,46.7794,8.0329
Switzerland,19.8887,Base Precious Metal,2016,46.7794,8.0329
Switzerland,27.4421,Base Precious Metal,2015,46.7794,8.0329
Switzerland,27.1147,Base Precious Metal,2014,46.7794,8.0329
Switzerland,18.666,Base Precious Metal,2013,46.7794,8.0329
Switzerland,30.060988,Base Precious Metal,2012,46.7794,8.0329
Sri Lanka,0,Black Pepper,2018,7.3,80.727
Sri Lanka,0,Black Pepper,2017,7.3,80.727
Sri Lanka,2.816248,Black Pepper,2016,7.3,80.727
Sri Lanka,0,Black Pepper,2015,7.3,80.727
Sri Lanka,1.8284,Black Pepper,2014,7.3,80.727
Sri Lanka,0.101085,Black Pepper,2013,7.3,80.727
Sri Lanka,0,Black Pepper,2012,7.3,80.727
Spain,2.5324,Seaweed and other Algae,2018,40.617,-3.388
Spain,0.7077,Seaweed and other Algae,2017,40.617,-3.388
Spain,0.3703,Seaweed and other Algae,2016,40.617,-3.388
Spain,1.4425,Seaweed and other Algae,2015,40.617,-3.388
Spain,2.8354,Seaweed and other Algae,2014,40.617,-3.388
Spain,1.0645,Seaweed and other Algae,2013,40.617,-3.388
Spain,1.6557,Seaweed and other Algae,2012,40.617,-3.388
Spain,106.5,Lignite,2018,40.617,-3.388
Spain,20.4,Lignite,2017,40.617,-3.388
Spain,1.1,Lignite,2016,40.617,-3.388
Spain,0,Lignite,2015,40.617,-3.388
Spain,0,Lignite,2014,40.617,-3.388
Spain,0,Lignite,2013,40.617,-3.388
Spain,0,Lignite,2012,40.617,-3.388
Spain,472,Basic Chemistry Organic of Agriculture,2018,40.617,-3.388
Spain,272.6,Basic Chemistry Organic of Agriculture,2017,40.617,-3.388
Spain,127.5,Basic Chemistry Organic of Agriculture,2016,40.617,-3.388
Spain,115.9,Basic Chemistry Organic of Agriculture,2015,40.617,-3.388
Spain,268.8,Basic Chemistry Organic of Agriculture,2014,40.617,-3.388
Spain,260.4,Basic Chemistry Organic of Agriculture,2013,40.617,-3.388
Spain,472.4,Basic Chemistry Organic of Agriculture,2012,40.617,-3.388
South Africa,0.0736,Jewellery Goods and Valuables,2018,-31.7,23.441
South Africa,0.051,Jewellery Goods and Valuables,2017,-31.7,23.441
South Africa,118.7591,Jewellery Goods and Valuables,2016,-31.7,23.441
South Africa,12.3631,Jewellery Goods and Valuables,2015,-31.7,23.441
South Africa,547.5795,Jewellery Goods and Valuables,2014,-31.7,23.441
South Africa,8.9755,Jewellery Goods and Valuables,2013,-31.7,23.441
South Africa,5.4217,Jewellery Goods and Valuables,2012,-31.7,23.441
South Africa,106.9,4-Wheel Motor Vehicle and more,2018,-31.7,23.441
South Africa,61.6,4-Wheel Motor Vehicle and more,2017,-31.7,23.441
South Africa,51.6,4-Wheel Motor Vehicle and more,2016,-31.7,23.441
South Africa,59,4-Wheel Motor Vehicle and more,2015,-31.7,23.441
South Africa,67,4-Wheel Motor Vehicle and more,2014,-31.7,23.441
South Africa,91.6,4-Wheel Motor Vehicle and more,2013,-31.7,23.441
South Africa,93.2,4-Wheel Motor Vehicle and more,2012,-31.7,23.441
Singapore,6.1201,White Pepper,2018,1.3389,103.8297
Singapore,15.6555,White Pepper,2017,1.3389,103.8297
Singapore,29.72242855,White Pepper,2016,1.3389,103.8297
Singapore,56.84428689,White Pepper,2015,1.3389,103.8297
Singapore,56.051807,White Pepper,2014,1.3389,103.8297
Singapore,35.40616,White Pepper,2013,1.3389,103.8297
Singapore,14.258506,White Pepper,2012,1.3389,103.8297
Singapore,737.546,Jewellery Goods and Valuables,2018,1.3389,103.8297
Singapore,789.6018,Jewellery Goods and Valuables,2017,1.3389,103.8297
Singapore,949.0601,Jewellery Goods and Valuables,2016,1.3389,103.8297
Singapore,380.4192,Jewellery Goods and Valuables,2015,1.3389,103.8297
Singapore,244.2829,Jewellery Goods and Valuables,2014,1.3389,103.8297
Singapore,21.9427,Jewellery Goods and Valuables,2013,1.3389,103.8297
Singapore,26.137,Jewellery Goods and Valuables,2012,1.3389,103.8297
Singapore,192.8,Iron Steel,2018,1.3389,103.8297
Singapore,117.8,Iron Steel,2017,1.3389,103.8297
Singapore,159.1,Iron Steel,2016,1.3389,103.8297
Singapore,188.5,Iron Steel,2015,1.3389,103.8297
Singapore,224.6,Iron Steel,2014,1.3389,103.8297
Singapore,242.3,Iron Steel,2013,1.3389,103.8297
Singapore,307.4,Iron Steel,2012,1.3389,103.8297
Singapore,4.5891,Fruit,2018,1.3389,103.8297
Singapore,3.9464,Fruit,2017,1.3389,103.8297
Singapore,2.7189,Fruit,2016,1.3389,103.8297
Singapore,4.168,Fruit,2015,1.3389,103.8297
Singapore,5.1792,Fruit,2014,1.3389,103.8297
Singapore,6.881,Fruit,2013,1.3389,103.8297
Singapore,7.465939,Fruit,2012,1.3389,103.8297
Singapore,27.8626,Fresh Chilled Fish,2018,1.3389,103.8297
Singapore,26.2914,Fresh Chilled Fish,2017,1.3389,103.8297
Singapore,29.5696,Fresh Chilled Fish,2016,1.3389,103.8297
Singapore,47.3547,Fresh Chilled Fish,2015,1.3389,103.8297
Singapore,32.2243,Fresh Chilled Fish,2014,1.3389,103.8297
