MajorPorts,Province,Year,Latitude,Longitude,Values
Palembang0Plaju,Sumatera Selatan,2004,2.984722222,104.8347222,477.2
Palembang (Kertapati),Sumatera Selatan,2004,-2.178201,104.952,0
Pakanbaru/Rumbai,Riau,2004,0.5566,101.4507,0
Padang/Teluk Bayur,Sumatera Barat,2004,-8.53394,115.5086,1518.5
Ngurah Rai 1,Bali,2004,-8.75,115.1667,0
Musi River/Boom Baru,Sumatera Selatan,2004,2.981111111,104.7816667,1788.9
Merak,Banten,2004,5.95,106,494.6
Mamuju,Sulawesi Barat,2004,-2.66758,118.8942,47.3
Malili,Sulawesi Selatan,2004,-2.66317,120.98228,105.5
Lingkas Tarakan,Kalimantan Timur,2004,3.283333333,117.6,0
Kupang,NTT,2004,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2004,3.233333333,116.2166667,27907.8
Kolaka,Sulawesi Tenggara,2004,4.0581,121.5851,4.4
Kabil/Panau,Kepulauan Riau,2004,1.352016667,104.1581722,213.5
Hasanuddin 1,Sulawesi Selatan,2004,-5.14,119.4221,20.6
Dumai,Riau,2004,1.6861,101.44849,16495.9
Cirebon,Jawa Barat,2004,-6.70907,108.57073,0
Cilacap,Jawa Tengah,2004,-7.74913,109.01491,449.8
Cigading,Banten,2004,6.016666667,105.95,1112.3
Bontang,Kalimantan Timur,2004,0.08553,117.48763,28743.5
Blang Lancang (Arun),Aceh,2004,5.233333333,97.1,5965.1
"Bituni, Papua",Papua Barat,2004,,,0
Bitung,Sulawesi Utara,2004,1.4389,125.19403,501
Bima,NTB,2004,-8.44602,118.71591,30.8
Benoa/Loloan,Bali,2004,-8.74329,115.20943,872.8
Belawan,Sumatera Utara,2004,3.79246,98.71623,6579.2
Batu Ampar,Kepulauan Riau,2004,1.169719444,104.02,569
Banjarmasin,Kalimantan Selatan,2004,-3.33321,114.5551,18036.3
Balongan,Jawa Barat,2004,6.360561111,108.3902806,904.1
Balikpapan,Kalimantan Timur,2004,-1.25527,116.81594,10336.8
Bade Irian Jaya,Papua,2004,7.1687,139.5937,19.9
Atapupu,NTT,2004,8.9964,124.8617,1.4
Arjuna,Jawa Barat,2004,7.816666667,112.5666667,0
Ambon,Maluku,2004,-3.6941,128.17627,408.2
Amamapare,Papua,2004,-4.82653,136.84068,821.1
Waingapu,NTT,2003,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2003,5.133333333,119.4,448.7
Tuban,Jawa Timur,2003,-6.786842,111.8976,779.6
Ternate,Maluku Utara,2003,0.78066,127.38809,1285.9
Tenau,NTT,2003,-10.1718,123.6075,52.7
Teluk Kasim/Salawati,Papua Barat,2003,1.3,131.0166667,387.5
Tanjung Santan,Kalimantan Timur,2003,8.733333333,109,2413.5
Tanjung Sangata,Kalimantan Timur,2003,0.366666667,117.5666667,15324.5
Tanjung Priok,DKI Jakarta,2003,-6.10492,106.87615,15623.9
Tanjung Pinang,Kepulauan Riau,2003,0.92914,104.45295,0
Tanjung Perak,Jawa Timur,2003,7.216666667,112.7333333,495.1
Tanjung Emas,Jawa Tengah,2003,6.883333333,110.4,955.1
Sorong,Papua Barat,2003,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2003,5.1225,119.4078,276.3
Senipah,Kalimantan Timur,2003,0.95,117.1666667,2724.6
Sekupang,Kepulauan Riau,2003,1.133333333,103.9166667,307.2
Samarinda,Kalimantan Timur,2003,-0.50507,117.15071,10872.2
Pulau Sambu,Kepulauan Riau,2003,1.166666667,103.9,0
Pontianak,Kalimantan Barat,2003,-0.01847,109.33552,671.6
Pomalaa,Sulawesi Tenggara,2003,-4.23145,121.57935,648.2
Pantoloan,Sulawesi Tengah,2003,-0.69477,119.84041,97.4
Panjang,Lampung,2003,5.466666667,105.3166667,2696.5
Pangkalan Susu,Sumatera Utara,2003,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2003,2.984722222,104.8347222,503.2
Palembang (Kertapati),Sumatera Selatan,2003,-2.178201,104.952,0
Pakanbaru/Rumbai,Riau,2003,0.5566,101.4507,0
Padang/Teluk Bayur,Sumatera Barat,2003,-8.53394,115.5086,1164
Ngurah Rai 1,Bali,2003,-8.75,115.1667,67.3
Musi River/Boom Baru,Sumatera Selatan,2003,2.981111111,104.7816667,1408.1
Merak,Banten,2003,5.95,106,1615
Mamuju,Sulawesi Barat,2003,-2.66758,118.8942,33.3
Malili,Sulawesi Selatan,2003,-2.66317,120.98228,31.3
Lingkas Tarakan,Kalimantan Timur,2003,3.283333333,117.6,0
Kupang,NTT,2003,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2003,3.233333333,116.2166667,20620.1
Kolaka,Sulawesi Tenggara,2003,4.0581,121.5851,4.9
Kabil/Panau,Kepulauan Riau,2003,1.352016667,104.1581722,239
Hasanuddin 1,Sulawesi Selatan,2003,-5.14,119.4221,31.8
Dumai,Riau,2003,1.6861,101.44849,17178.1
Cirebon,Jawa Barat,2003,-6.70907,108.57073,0
Cilacap,Jawa Tengah,2003,-7.74913,109.01491,5590.5
Cigading,Banten,2003,6.016666667,105.95,1163.9
Bontang,Kalimantan Timur,2003,0.08553,117.48763,29114.9
Blang Lancang (Arun),Aceh,2003,5.233333333,97.1,7060.6
"Bituni, Papua",Papua Barat,2003,,,0
Bitung,Sulawesi Utara,2003,1.4389,125.19403,406.4
Bima,NTB,2003,-8.44602,118.71591,765.4
Benoa/Loloan,Bali,2003,-8.74329,115.20943,4.1
Belawan,Sumatera Utara,2003,3.79246,98.71623,4440.8
Batu Ampar,Kepulauan Riau,2003,1.169719444,104.02,395.8
Banjarmasin,Kalimantan Selatan,2003,-3.33321,114.5551,15976.6
Balongan,Jawa Barat,2003,6.360561111,108.3902806,1103.3
Balikpapan,Kalimantan Timur,2003,-1.25527,116.81594,10591.7
Bade Irian Jaya,Papua,2003,7.1687,139.5937,104.1
Atapupu,NTT,2003,8.9964,124.8617,0
Arjuna,Jawa Barat,2003,7.816666667,112.5666667,0
Ambon,Maluku,2003,-3.6941,128.17627,157.3
Amamapare,Papua,2003,-4.82653,136.84068,1568
Waingapu,NTT,2002,-9.63969,120.25055,3.8
Ujung Pandang,Sulawesi Selatan,2002,5.133333333,119.4,882.5
Tuban,Jawa Timur,2002,-6.786842,111.8976,748.6
Ternate,Maluku Utara,2002,0.78066,127.38809,992.6
Tenau,NTT,2002,-10.1718,123.6075,71.8
Teluk Kasim/Salawati,Papua Barat,2002,1.3,131.0166667,317
Tanjung Santan,Kalimantan Timur,2002,8.733333333,109,3007.7
Tanjung Sangata,Kalimantan Timur,2002,0.366666667,117.5666667,13959
Tanjung Priok,DKI Jakarta,2002,-6.10492,106.87615,17954.4
Tanjung Pinang,Kepulauan Riau,2002,0.92914,104.45295,0
Tanjung Perak,Jawa Timur,2002,7.216666667,112.7333333,346.2
Tanjung Emas,Jawa Tengah,2002,6.883333333,110.4,694.6
Sorong,Papua Barat,2002,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2002,5.1225,119.4078,164.9
Senipah,Kalimantan Timur,2002,0.95,117.1666667,2250.8
Sekupang,Kepulauan Riau,2002,1.133333333,103.9166667,231.1
Samarinda,Kalimantan Timur,2002,-0.50507,117.15071,7860.5
Pulau Sambu,Kepulauan Riau,2002,1.166666667,103.9,0
Pontianak,Kalimantan Barat,2002,-0.01847,109.33552,954.3
Pomalaa,Sulawesi Tenggara,2002,-4.23145,121.57935,347.8
Pantoloan,Sulawesi Tengah,2002,-0.69477,119.84041,100.1
Panjang,Lampung,2002,5.466666667,105.3166667,1982.6
Pangkalan Susu,Sumatera Utara,2002,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2002,2.984722222,104.8347222,514.4
Palembang (Kertapati),Sumatera Selatan,2002,-2.178201,104.952,0
Pakanbaru/Rumbai,Riau,2002,0.5566,101.4507,0
Padang/Teluk Bayur,Sumatera Barat,2002,-8.53394,115.5086,2126.1
Ngurah Rai 1,Bali,2002,-8.75,115.1667,54.6
Musi River/Boom Baru,Sumatera Selatan,2002,2.981111111,104.7816667,1018.4
Merak,Banten,2002,5.95,106,1205.1
Mamuju,Sulawesi Barat,2002,-2.66758,118.8942,16
Malili,Sulawesi Selatan,2002,-2.66317,120.98228,0
Lingkas Tarakan,Kalimantan Timur,2002,3.283333333,117.6,0
Kupang,NTT,2002,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2002,3.233333333,116.2166667,15800.5
Kolaka,Sulawesi Tenggara,2002,4.0581,121.5851,0
Kabil/Panau,Kepulauan Riau,2002,1.352016667,104.1581722,248.4
Hasanuddin 1,Sulawesi Selatan,2002,-5.14,119.4221,0.6
Dumai,Riau,2002,1.6861,101.44849,18086
Cirebon,Jawa Barat,2002,-6.70907,108.57073,0
Cilacap,Jawa Tengah,2002,-7.74913,109.01491,6150.7
Cigading,Banten,2002,6.016666667,105.95,1564.1
Bontang,Kalimantan Timur,2002,0.08553,117.48763,27514.7
Blang Lancang (Arun),Aceh,2002,5.233333333,97.1,7648.6
"Bituni, Papua",Papua Barat,2002,,,0
Bitung,Sulawesi Utara,2002,1.4389,125.19403,159.4
Bima,NTB,2002,-8.44602,118.71591,906.2
Benoa/Loloan,Bali,2002,-8.74329,115.20943,5
Belawan,Sumatera Utara,2002,3.79246,98.71623,5581.5
Batu Ampar,Kepulauan Riau,2002,1.169719444,104.02,2107.3
Banjarmasin,Kalimantan Selatan,2002,-3.33321,114.5551,12523.8
Balongan,Jawa Barat,2002,6.360561111,108.3902806,571.1
Balikpapan,Kalimantan Timur,2002,-1.25527,116.81594,9477.3
Bade Irian Jaya,Papua,2002,7.1687,139.5937,9.1
Atapupu,NTT,2002,8.9964,124.8617,0
Arjuna,Jawa Barat,2002,7.816666667,112.5666667,0
Ambon,Maluku,2002,-3.6941,128.17627,32.6
Amamapare,Papua,2002,-4.82653,136.84068,1903.5
Waingapu,NTT,2001,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2001,5.133333333,119.4,1335.3
Tuban,Jawa Timur,2001,-6.786842,111.8976,0
Ternate,Maluku Utara,2001,0.78066,127.38809,584.1
Tenau,NTT,2001,-10.1718,123.6075,0
Teluk Kasim/Salawati,Papua Barat,2001,1.3,131.0166667,278.9
Tanjung Santan,Kalimantan Timur,2001,8.733333333,109,0
Tanjung Sangata,Kalimantan Timur,2001,0.366666667,117.5666667,0
Tanjung Priok,DKI Jakarta,2001,-6.10492,106.87615,15398.8
Tanjung Pinang,Kepulauan Riau,2001,0.92914,104.45295,1078.6
Tanjung Perak,Jawa Timur,2001,7.216666667,112.7333333,6287.1
Tanjung Emas,Jawa Tengah,2001,6.883333333,110.4,1291.4
Sorong,Papua Barat,2001,-0.87802,131.24612,116.9
Soekarno Hatta 1,DKI Jakarta,2001,5.1225,119.4078,0
Senipah,Kalimantan Timur,2001,0.95,117.1666667,2133.4
Sekupang,Kepulauan Riau,2001,1.133333333,103.9166667,0
Samarinda,Kalimantan Timur,2001,-0.50507,117.15071,6104
Pulau Sambu,Kepulauan Riau,2001,1.166666667,103.9,743
Pontianak,Kalimantan Barat,2001,-0.01847,109.33552,779.7
Pomalaa,Sulawesi Tenggara,2001,-4.23145,121.57935,442.8
Pantoloan,Sulawesi Tengah,2001,-0.69477,119.84041,115.7
Panjang,Lampung,2001,5.466666667,105.3166667,1153
Pangkalan Susu,Sumatera Utara,2001,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2001,2.984722222,104.8347222,0
Palembang (Kertapati),Sumatera Selatan,2001,-2.178201,104.952,0
Pakanbaru/Rumbai,Riau,2001,0.5566,101.4507,21.9
Padang/Teluk Bayur,Sumatera Barat,2001,-8.53394,115.5086,2526.4
Ngurah Rai 1,Bali,2001,-8.75,115.1667,129.4
Musi River/Boom Baru,Sumatera Selatan,2001,2.981111111,104.7816667,1155.6
Merak,Banten,2001,5.95,106,602
Mamuju,Sulawesi Barat,2001,-2.66758,118.8942,0
Malili,Sulawesi Selatan,2001,-2.66317,120.98228,33.1
Lingkas Tarakan,Kalimantan Timur,2001,3.283333333,117.6,1103.1
Kupang,NTT,2001,-10.15375,123.59051,3.3
Kotabaru,Kalimantan Selatan,2001,3.233333333,116.2166667,0
Kolaka,Sulawesi Tenggara,2001,4.0581,121.5851,0
Kabil/Panau,Kepulauan Riau,2001,1.352016667,104.1581722,0
Hasanuddin 1,Sulawesi Selatan,2001,-5.14,119.4221,0
Dumai,Riau,2001,1.6861,101.44849,0
Cirebon,Jawa Barat,2001,-6.70907,108.57073,7.7
Cilacap,Jawa Tengah,2001,-7.74913,109.01491,1850.3
Cigading,Banten,2001,6.016666667,105.95,0
Bontang,Kalimantan Timur,2001,0.08553,117.48763,28509.8
Blang Lancang (Arun),Aceh,2001,5.233333333,97.1,0
"Bituni, Papua",Papua Barat,2001,,,97.6
Bitung,Sulawesi Utara,2001,1.4389,125.19403,35.6
Bima,NTB,2001,-8.44602,118.71591,0
Benoa/Loloan,Bali,2001,-8.74329,115.20943,7.6
Belawan,Sumatera Utara,2001,3.79246,98.71623,4467.9
Batu Ampar,Kepulauan Riau,2001,1.169719444,104.02,0
Banjarmasin,Kalimantan Selatan,2001,-3.33321,114.5551,11380.8
Balongan,Jawa Barat,2001,6.360561111,108.3902806,0
Balikpapan,Kalimantan Timur,2001,-1.25527,116.81594,10730.2
Bade Irian Jaya,Papua,2001,7.1687,139.5937,0
Atapupu,NTT,2001,8.9964,124.8617,0
Arjuna,Jawa Barat,2001,7.816666667,112.5666667,705.6
Ambon,Maluku,2001,-3.6941,128.17627,0
Amamapare,Papua,2001,-4.82653,136.84068,1525.7
Waingapu,NTT,2000,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2000,5.133333333,119.4,848.9
Tuban,Jawa Timur,2000,-6.786842,111.8976,0
Ternate,Maluku Utara,2000,0.78066,127.38809,76.1
Tenau,NTT,2000,-10.1718,123.6075,0
Teluk Kasim/Salawati,Papua Barat,2000,1.3,131.0166667,463.2
Tanjung Santan,Kalimantan Timur,2000,8.733333333,109,0
Tanjung Sangata,Kalimantan Timur,2000,0.366666667,117.5666667,0
Tanjung Priok,DKI Jakarta,2000,-6.10492,106.87615,15607.3
Tanjung Pinang,Kepulauan Riau,2000,0.92914,104.45295,1023.4
Tanjung Perak,Jawa Timur,2000,7.216666667,112.7333333,5695.2
Tanjung Emas,Jawa Tengah,2000,6.883333333,110.4,1259.1
Sorong,Papua Barat,2000,-0.87802,131.24612,229.4
Soekarno Hatta 1,DKI Jakarta,2000,5.1225,119.4078,0
Senipah,Kalimantan Timur,2000,0.95,117.1666667,1359.4
Sekupang,Kepulauan Riau,2000,1.133333333,103.9166667,0
Samarinda,Kalimantan Timur,2000,-0.50507,117.15071,4513.9
Pulau Sambu,Kepulauan Riau,2000,1.166666667,103.9,2129.9
Pontianak,Kalimantan Barat,2000,-0.01847,109.33552,731.1
Pomalaa,Sulawesi Tenggara,2000,-4.23145,121.57935,346.3
Pantoloan,Sulawesi Tengah,2000,-0.69477,119.84041,92.6
Panjang,Lampung,2000,5.466666667,105.3166667,2556.1
Pangkalan Susu,Sumatera Utara,2000,4.116666667,98.21666667,2
Palembang0Plaju,Sumatera Selatan,2000,2.984722222,104.8347222,0
Palembang (Kertapati),Sumatera Selatan,2000,-2.178201,104.952,0
Pakanbaru/Rumbai,Riau,2000,0.5566,101.4507,3.3
Padang/Teluk Bayur,Sumatera Barat,2000,-8.53394,115.5086,2757.5
Ngurah Rai 1,Bali,2000,-8.75,115.1667,38.6
Musi River/Boom Baru,Sumatera Selatan,2000,2.981111111,104.7816667,1407.1
Merak,Banten,2000,5.95,106,953.3
Mamuju,Sulawesi Barat,2000,-2.66758,118.8942,0
Malili,Sulawesi Selatan,2000,-2.66317,120.98228,32.5
Lingkas Tarakan,Kalimantan Timur,2000,3.283333333,117.6,593.8
Kupang,NTT,2000,-10.15375,123.59051,2.5
Kotabaru,Kalimantan Selatan,2000,3.233333333,116.2166667,0
Kolaka,Sulawesi Tenggara,2000,4.0581,121.5851,0
Kabil/Panau,Kepulauan Riau,2000,1.352016667,104.1581722,0
Hasanuddin 1,Sulawesi Selatan,2000,-5.14,119.4221,0
Dumai,Riau,2000,1.6861,101.44849,0
Cirebon,Jawa Barat,2000,-6.70907,108.57073,1.1
Cilacap,Jawa Tengah,2000,-7.74913,109.01491,1383.6
Cigading,Banten,2000,6.016666667,105.95,0
Bontang,Kalimantan Timur,2000,0.08553,117.48763,26459.6
Blang Lancang (Arun),Aceh,2000,5.233333333,97.1,0
"Bituni, Papua",Papua Barat,2000,,,59.5
Bitung,Sulawesi Utara,2000,1.4389,125.19403,355.1
Bima,NTB,2000,-8.44602,118.71591,0
Benoa/Loloan,Bali,2000,-8.74329,115.20943,8.9
Belawan,Sumatera Utara,2000,3.79246,98.71623,4149.2
Batu Ampar,Kepulauan Riau,2000,1.169719444,104.02,0
Banjarmasin,Kalimantan Selatan,2000,-3.33321,114.5551,9722.2
Balongan,Jawa Barat,2000,6.360561111,108.3902806,0
Balikpapan,Kalimantan Timur,2000,-1.25527,116.81594,7821.1
Bade Irian Jaya,Papua,2000,7.1687,139.5937,0
Atapupu,NTT,2000,8.9964,124.8617,0
Arjuna,Jawa Barat,2000,7.816666667,112.5666667,563.5
Ambon,Maluku,2000,-3.6941,128.17627,0
Amamapare,Papua,2000,-4.82653,136.84068,1690.8
Waingapu,NTT,1999,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,1999,5.133333333,119.4,681.1
Tuban,Jawa Timur,1999,-6.786842,111.8976,0
Ternate,Maluku Utara,1999,0.78066,127.38809,201.7
Tenau,NTT,1999,-10.1718,123.6075,0
Teluk Kasim/Salawati,Papua Barat,1999,1.3,131.0166667,443
Tanjung Santan,Kalimantan Timur,1999,8.733333333,109,0
Tanjung Sangata,Kalimantan Timur,1999,0.366666667,117.5666667,0
Tanjung Priok,DKI Jakarta,1999,-6.10492,106.87615,15275.4
Tanjung Pinang,Kepulauan Riau,1999,0.92914,104.45295,1123.8
Tanjung Perak,Jawa Timur,1999,7.216666667,112.7333333,4609.8
Tanjung Emas,Jawa Tengah,1999,6.883333333,110.4,1126.4
Sorong,Papua Barat,1999,-0.87802,131.24612,96.6
Soekarno Hatta 1,DKI Jakarta,1999,5.1225,119.4078,0
Senipah,Kalimantan Timur,1999,0.95,117.1666667,2059.4
Sekupang,Kepulauan Riau,1999,1.133333333,103.9166667,0
Samarinda,Kalimantan Timur,1999,-0.50507,117.15071,5118
Pulau Sambu,Kepulauan Riau,1999,1.166666667,103.9,2745.6
Pontianak,Kalimantan Barat,1999,-0.01847,109.33552,733.1
Pomalaa,Sulawesi Tenggara,1999,-4.23145,121.57935,144.4
Pantoloan,Sulawesi Tengah,1999,-0.69477,119.84041,79.1
Panjang,Lampung,1999,5.466666667,105.3166667,2159.4
Pangkalan Susu,Sumatera Utara,1999,4.116666667,98.21666667,3.5
Palembang0Plaju,Sumatera Selatan,1999,2.984722222,104.8347222,0
Palembang (Kertapati),Sumatera Selatan,1999,-2.178201,104.952,87.2
Pakanbaru/Rumbai,Riau,1999,0.5566,101.4507,63.8
Padang/Teluk Bayur,Sumatera Barat,1999,-8.53394,115.5086,3680.1
Ngurah Rai 1,Bali,1999,-8.75,115.1667,54
Musi River/Boom Baru,Sumatera Selatan,1999,2.981111111,104.7816667,0
Merak,Banten,1999,5.95,106,729.1
Mamuju,Sulawesi Barat,1999,-2.66758,118.8942,0
Malili,Sulawesi Selatan,1999,-2.66317,120.98228,41.9
Lingkas Tarakan,Kalimantan Timur,1999,3.283333333,117.6,420
Kupang,NTT,1999,-10.15375,123.59051,0.1
Kotabaru,Kalimantan Selatan,1999,3.233333333,116.2166667,0
Kolaka,Sulawesi Tenggara,1999,4.0581,121.5851,0
Kabil/Panau,Kepulauan Riau,1999,1.352016667,104.1581722,0
Hasanuddin 1,Sulawesi Selatan,1999,-5.14,119.4221,0
Dumai,Riau,1999,1.6861,101.44849,0
Cirebon,Jawa Barat,1999,-6.70907,108.57073,0
Cilacap,Jawa Tengah,1999,-7.74913,109.01491,1431.5
Cigading,Banten,1999,6.016666667,105.95,0
Bontang,Kalimantan Timur,1999,0.08553,117.48763,23560.5
Blang Lancang (Arun),Aceh,1999,5.233333333,97.1,0
"Bituni, Papua",Papua Barat,1999,,,141.4
Bitung,Sulawesi Utara,1999,1.4389,125.19403,199.6
Bima,NTB,1999,-8.44602,118.71591,0
Benoa/Loloan,Bali,1999,-8.74329,115.20943,15
Belawan,Sumatera Utara,1999,3.79246,98.71623,4441.3
Batu Ampar,Kepulauan Riau,1999,1.169719444,104.02,0
Banjarmasin,Kalimantan Selatan,1999,-3.33321,114.5551,9904.7
Balongan,Jawa Barat,1999,6.360561111,108.3902806,0
Balikpapan,Kalimantan Timur,1999,-1.25527,116.81594,7500.9
Bade Irian Jaya,Papua,1999,7.1687,139.5937,0
Atapupu,NTT,1999,8.9964,124.8617,0
Arjuna,Jawa Barat,1999,7.816666667,112.5666667,1105.4
Ambon,Maluku,1999,-3.6941,128.17627,85.3
Amamapare,Papua,1999,-4.82653,136.84068,1825.6
Waingapu,NTT,1998,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,1998,5.133333333,119.4,639.2
Tuban,Jawa Timur,1998,-6.786842,111.8976,0
Ternate,Maluku Utara,1998,0.78066,127.38809,276.8
Tenau,NTT,1998,-10.1718,123.6075,0
Teluk Kasim/Salawati,Papua Barat,1998,1.3,131.0166667,201.4
Tanjung Santan,Kalimantan Timur,1998,8.733333333,109,0
Tanjung Sangata,Kalimantan Timur,1998,0.366666667,117.5666667,0
Tanjung Priok,DKI Jakarta,1998,-6.10492,106.87615,16916.2
Tanjung Pinang,Kepulauan Riau,1998,0.92914,104.45295,370.8
Tanjung Perak,Jawa Timur,1998,7.216666667,112.7333333,5404.1
Tanjung Emas,Jawa Tengah,1998,6.883333333,110.4,1266.5
Sorong,Papua Barat,1998,-0.87802,131.24612,101.8
Soekarno Hatta 1,DKI Jakarta,1998,5.1225,119.4078,0
Senipah,Kalimantan Timur,1998,0.95,117.1666667,1647.5
Sekupang,Kepulauan Riau,1998,1.133333333,103.9166667,0
Samarinda,Kalimantan Timur,1998,-0.50507,117.15071,6134.3
Pulau Sambu,Kepulauan Riau,1998,1.166666667,103.9,4247.8
Pontianak,Kalimantan Barat,1998,-0.01847,109.33552,950.7
Pomalaa,Sulawesi Tenggara,1998,-4.23145,121.57935,251.4
Pantoloan,Sulawesi Tengah,1998,-0.69477,119.84041,67.6
Panjang,Lampung,1998,5.466666667,105.3166667,1682.8
Pangkalan Susu,Sumatera Utara,1998,4.116666667,98.21666667,3.8
Palembang0Plaju,Sumatera Selatan,1998,2.984722222,104.8347222,0
Palembang (Kertapati),Sumatera Selatan,1998,-2.178201,104.952,447.7
Pakanbaru/Rumbai,Riau,1998,0.5566,101.4507,32
Padang/Teluk Bayur,Sumatera Barat,1998,-8.53394,115.5086,2891.7
Ngurah Rai 1,Bali,1998,-8.75,115.1667,19.6
Musi River/Boom Baru,Sumatera Selatan,1998,2.981111111,104.7816667,0
Merak,Banten,1998,5.95,106,365.2
Mamuju,Sulawesi Barat,1998,-2.66758,118.8942,0
Malili,Sulawesi Selatan,1998,-2.66317,120.98228,30
Lingkas Tarakan,Kalimantan Timur,1998,3.283333333,117.6,424.8
Kupang,NTT,1998,-10.15375,123.59051,1
Kotabaru,Kalimantan Selatan,1998,3.233333333,116.2166667,0
Kolaka,Sulawesi Tenggara,1998,4.0581,121.5851,0
Kabil/Panau,Kepulauan Riau,1998,1.352016667,104.1581722,0
Hasanuddin 1,Sulawesi Selatan,1998,-5.14,119.4221,0
Dumai,Riau,1998,1.6861,101.44849,0
Cirebon,Jawa Barat,1998,-6.70907,108.57073,22.6
Cilacap,Jawa Tengah,1998,-7.74913,109.01491,759
Cigading,Banten,1998,6.016666667,105.95,0
Bontang,Kalimantan Timur,1998,0.08553,117.48763,19246.6
Blang Lancang (Arun),Aceh,1998,5.233333333,97.1,0
"Bituni, Papua",Papua Barat,1998,,,68.5
Bitung,Sulawesi Utara,1998,1.4389,125.19403,316
Bima,NTB,1998,-8.44602,118.71591,0
Benoa/Loloan,Bali,1998,-8.74329,115.20943,38.8
Belawan,Sumatera Utara,1998,3.79246,98.71623,4000.4
Batu Ampar,Kepulauan Riau,1998,1.169719444,104.02,0
Banjarmasin,Kalimantan Selatan,1998,-3.33321,114.5551,8401.8
Balongan,Jawa Barat,1998,6.360561111,108.3902806,0
Balikpapan,Kalimantan Timur,1998,-1.25527,116.81594,8379.6
Bade Irian Jaya,Papua,1998,7.1687,139.5937,0
Atapupu,NTT,1998,8.9964,124.8617,0
Arjuna,Jawa Barat,1998,7.816666667,112.5666667,1681
Ambon,Maluku,1998,-3.6941,128.17627,311.6
Amamapare,Papua,1998,-4.82653,136.84068,1894.4
Waingapu,NTT,1997,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,1997,5.133333333,119.4,322.8
Tuban,Jawa Timur,1997,-6.786842,111.8976,0
Ternate,Maluku Utara,1997,0.78066,127.38809,952.8
Tenau,NTT,1997,-10.1718,123.6075,0
Teluk Kasim/Salawati,Papua Barat,1997,1.3,131.0166667,720.1
Tanjung Santan,Kalimantan Timur,1997,8.733333333,109,0
Tanjung Sangata,Kalimantan Timur,1997,0.366666667,117.5666667,0
Tanjung Priok,DKI Jakarta,1997,-6.10492,106.87615,12876.1
Tanjung Pinang,Kepulauan Riau,1997,0.92914,104.45295,147
Tanjung Perak,Jawa Timur,1997,7.216666667,112.7333333,3139.3
Tanjung Emas,Jawa Tengah,1997,6.883333333,110.4,903.4
Sorong,Papua Barat,1997,-0.87802,131.24612,115.4
Soekarno Hatta 1,DKI Jakarta,1997,5.1225,119.4078,0
Senipah,Kalimantan Timur,1997,0.95,117.1666667,1756
Sekupang,Kepulauan Riau,1997,1.133333333,103.9166667,0
Samarinda,Kalimantan Timur,1997,-0.50507,117.15071,3894.7
Pulau Sambu,Kepulauan Riau,1997,1.166666667,103.9,5895.9
Pontianak,Kalimantan Barat,1997,-0.01847,109.33552,840.4
Pomalaa,Sulawesi Tenggara,1997,-4.23145,121.57935,274.8
Pantoloan,Sulawesi Tengah,1997,-0.69477,119.84041,38
Panjang,Lampung,1997,5.466666667,105.3166667,1302.8
Pangkalan Susu,Sumatera Utara,1997,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,1997,2.984722222,104.8347222,0
Palembang (Kertapati),Sumatera Selatan,1997,-2.178201,104.952,1378.6
Pakanbaru/Rumbai,Riau,1997,0.5566,101.4507,292.7
Padang/Teluk Bayur,Sumatera Barat,1997,-8.53394,115.5086,2224.7
Ngurah Rai 1,Bali,1997,-8.75,115.1667,72.7
Musi River/Boom Baru,Sumatera Selatan,1997,2.981111111,104.7816667,0
Merak,Banten,1997,5.95,106,146.2
Mamuju,Sulawesi Barat,1997,-2.66758,118.8942,0
Malili,Sulawesi Selatan,1997,-2.66317,120.98228,41.2
Lingkas Tarakan,Kalimantan Timur,1997,3.283333333,117.6,345.2
Kupang,NTT,1997,-10.15375,123.59051,1.1
Kotabaru,Kalimantan Selatan,1997,3.233333333,116.2166667,0
Kolaka,Sulawesi Tenggara,1997,4.0581,121.5851,0
Kabil/Panau,Kepulauan Riau,1997,1.352016667,104.1581722,0
Hasanuddin 1,Sulawesi Selatan,1997,-5.14,119.4221,0
Dumai,Riau,1997,1.6861,101.44849,0
Cirebon,Jawa Barat,1997,-6.70907,108.57073,5.9
Cilacap,Jawa Tengah,1997,-7.74913,109.01491,568.5
Cigading,Banten,1997,6.016666667,105.95,0
Bontang,Kalimantan Timur,1997,0.08553,117.48763,19756.3
