,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
634,"@rt5ttgffgb @gerikus0 @rangerfan198 @Battle4TheGrid Different projects use different people, grid team is only in charge of grid and Legacy Wars.

Plus there's people no longer working in the company that should not be blamed for NWay stupid colaboration with those ugly monkeys",0.26, 0.687, 0.053, -0.8734, 0.0, 0.33, 0.33, 0.33, 0.0
642,"Wordle (ES) #72 3/6

⬜⬜⬜⬜🟨
⬜🟩🟨🟩⬜
🟩🟩🟩🟩🟩

 https://t.co/Rt7sLDsKdl",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
652,"@rt5ttgffgb @gerikus0 @rangerfan198 @Battle4TheGrid Grid team has change over the years, there's devs and artist out of the company that started on grid",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
655,@200_zoka The only good nazi is a dead nazi,0.352, 0.41, 0.238, -0.34, 0.0, 0.0, 1.0, 0.0, 0.0
669,"@Hache_Berlin @RealCandaceO Thanks for that. I’m aware. But, the whole “Ukraine wasn’t a thing until 1989” or was somehow imagined into existence by Russia is absolute bullsh*t, and that’s what I was speaking to.",0.0, 0.935, 0.065, 0.2382, 0.0, 0.5, 0.0, 0.17, 0.33
677,"@elDreamker @Battle4TheGrid Bored Ape Yatch Club, a scam that uses hideous monkey jpegs and celebrities in order to persuade people with gambling problems",0.333, 0.667, 0.0, -0.8176, 0.0, 0.75, 0.0, 0.25, 0.0
683,"@NemoMikeTys0n @RealCandaceO Ukraine existed as a region and culture inside numerous “states” (Kyivan Rus, Khanates, polish kings, Austria Hungary…) and not until 1917 it fought its war of independence to then become part of the Soviet Union. So actually, proper indepence was only gained in 1991.",0.132, 0.812, 0.056, -0.5574, 0.0, 0.0, 0.25, 0.25, 0.5
692,@cambiaelsistema Amic ✌🏻😅,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
728,@NorthP_Ftnbrmap @Ge_hache___ 23 juin ?,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
764,@TDotMonkey @kashthefuturist I guess is the shortest longest one 😝,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
777,"HACHE FINN, MY FRIEND.",0.0, 0.484, 0.516, 0.4939, 0.0, 0.0, 1.0, 0.0, 0.0
779,@FeederWatchCam I thought I saw one over the winter that was limping on a right leg. This Crow may end up one-legged in time.,0.0, 1.0, 0.0, 0.0, 0.0, 0.67, 0.0, 0.0, 0.33
784,@FeederWatchCam #ontariofeeders #ManitouwadgeBirds This Crow's right foot/let appears to be crippled. :( https://t.co/RK36BgQNTt,0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0
