,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
205,"Comic &amp; webtoon adaptations are nothing new. They seem to be great visual assets especially when selling to US &amp; foreign markets. 

Some KDramas adapted from webtoons on @Netflix:

All Of Us Are Dead
D.P.
Nevertheless
Love Alarm
Itaewon class
Hellbound
The Kingdom",0.13, 0.677, 0.193, 0.5106, 0.0, 0.14, 0.29, 0.29, 0.29
208,@Lenarinha_ Ta regarder all of us are dead ?,0.417, 0.583, 0.0, -0.6486, 0, 0, 0, 0, 0
209,help i’m rewatching all of us are dead with my sister i’m about to cry,0.335, 0.543, 0.122, -0.6908, 0.0, 0.0, 0.0, 0.0, 1.0
210,why do i feel so sad for the guy that didn’t get the chocolate in all of us are dead more than ive felt sad for the entire drama,0.329, 0.671, 0.0, -0.9229, 0.0, 0.25, 0.0, 0.75, 0.0
213,"All of us “our moms are dead” tweeters came out in these comments. 😂
It’s how we cope I guess https://t.co/5DEz28WTXe",0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
214,I've just watched episode S01 | E05 of All of Us Are Dead! https://t.co/DzydlqDYIU #tvtime https://t.co/seGzNb4qeB,0.261, 0.739, 0.0, -0.68, 0.0, 0.0, 0.0, 0.5, 0.5
215,NETFLIX ALL OF US ARE DEAD is up there with one of the best Zombie series of all time ! And it’s only season 1 ! https://t.co/AgxHgTPHUH,0.141, 0.721, 0.138, -0.0258, 0.0, 0.0, 0.0, 0.0, 1.0
216,@21_7_00 @lilricephatass all of us are dead is fire,0.573, 0.427, 0.0, -0.7717, 0, 0, 0, 0, 0
218,All of us are dead or Manifest?,0.417, 0.583, 0.0, -0.6486, 0.0, 1.0, 0.0, 0.0, 0.0
220,@justikhmat_ Have you watched all of us are DEAD?,0.381, 0.619, 0.0, -0.6486, 0.0, 0.0, 0.0, 0.0, 1.0
222,hmmm yk i didn't like all of us are dead that much,0.416, 0.584, 0.0, -0.7514, 1.0, 0.0, 0.0, 0.0, 0.0
224,Even if you hold a gun to my head i no go watch all of us are dead na so una hype squidgame🚶,0.331, 0.669, 0.0, -0.836, 0.0, 0.5, 0.0, 0.0, 0.5
225,vou dropar all of us are dead jss serie podre,0.323, 0.677, 0.0, -0.6486, 0, 0, 0, 0, 0
226,"My mum: What's the name of the film you're watching

Me: All of us are dead.

My mum:All of us shall not die in the name of Jesus

😭😭😭😭",0.129, 0.777, 0.094, -0.2856, 0.0, 0.0, 0.0, 0.0, 1.0
228,"Just started watching All of us are Dead ( I shall not die but live to declare the words of the lord, Amen.) Currently in episode 3 and I want to kill that girl in pink sweater so bad!!!! Like what the fuck! 

P.s I dunno anyone's name till now😪",0.247, 0.636, 0.117, -0.8985, 0.14, 0.0, 0.14, 0.29, 0.43
230,"@NetflixSA yerr All of us are Dead was dope! Loveeeeeeed it
#AllOfUsAreDead",0.338, 0.662, 0.0, -0.68, 0.0, 0.0, 0.0, 0.0, 1.0
231,juvenile justice deserves as much if not more attention than all of us are dead,0.208, 0.628, 0.164, -0.2263, 0.0, 1.0, 0.0, 0.0, 0.0
232,@HabibiWilbur LMAOO ISNR SHE FEOM ALL OF US ARE DEAD ?? LIKE TJATS NOT A GIRL FROM LOONA,0.217, 0.657, 0.126, -0.4215, 0.0, 0.0, 0.0, 0.0, 1.0
234,@convomf all of us are dead,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
236,"Watching more of All of Us Are Dead. Almost done with episode 6. Feels like it is soooo slow. I’m still liking it, but so slow. Gah.",0.088, 0.793, 0.119, -0.0129, 0.0, 0.0, 0.0, 0.5, 0.5
238,barely started reading all the bright places and finished all of us are dead..,0.0, 0.818, 0.182, 0.4404, 0.0, 0.5, 0.5, 0.0, 0.0
241,@knezlazarus all of us are dead,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
247,"Like All of Us are Dead is too far from the original title 지금, 우리 학교는 (jigeum, uri hakgyoneun) which means Today, Our School (the basic Duolingo paid off LUL jk) which fits more to the main theme of the series? 

I bet he's a shonen-only guy LOL",0.083, 0.771, 0.146, 0.3182, 0.0, 0.8, 0.2, 0.0, 0.0
249,"all of us are dead, is kinda draggy BUT it’s kinda sad. damn.",0.487, 0.513, 0.0, -0.8588, 0.0, 0.0, 0.0, 1.0, 0.0
253,comecei a ver aquele dorama la all of us are dead to no ep 4 mt bom,0.333, 0.667, 0.0, -0.7579, 0, 0, 0, 0, 0
